0	195704	272
1	139861	389
2	117475	491
3	106046	592
4	99481	695
5	97310	817
6	94622	928
7	91896	1032
8	90071	1140
9	89744	1264
10	88191	1368
11	87774	1487
12	86780	1595
13	86205	1709
14	85572	1820
15	84854	1928
16	84523	2043
17	83684	2145
18	82882	2246
19	82758	2364
20	82123	2467
21	81918	2581
22	81298	2682
23	80825	2787
24	80502	2895
25	79981	2996
26	80050	3118
27	78220	3164
28	77843	3266
29	78081	3394
30	78192	3518
31	77842	3620
32	77924	3743
33	77731	3852
34	77586	3964
35	77289	4067
36	76948	4168
37	76651	4270
38	76393	4374
39	76835	4519
40	77172	4659
41	77720	4814
42	77658	4932
43	77810	5064
44	76764	5117
45	76654	5231
46	76552	5346
47	76496	5464
48	76945	5618
49	77278	5767
50	77549	5911
51	77643	6044
52	77921	6191
53	77977	6322
54	78124	6461
55	78569	6626
56	78795	6774
57	79300	6947
58	79725	7116
59	80220	7292
60	80426	7444
61	80966	7629
62	81399	7805
63	84046	8199
64	84623	8397
65	85182	8596
66	85325	8754
67	85537	8921
68	85779	9091
69	86117	9274
70	85947	9402
71	85777	9530
72	85501	9647
73	85269	9767
74	85086	9893
75	84891	10018
76	84640	10135
77	84176	10227
78	83884	10338
79	83670	10458
80	83317	10561
81	82962	10662
82	82635	10767
83	82308	10870
84	81969	10972
85	81697	11081
86	81383	11185
87	81056	11286
88	80926	11414
89	80773	11539
90	80715	11677
91	80679	11819
92	80443	11931
93	80153	12035
94	79877	12141
95	79618	12248
96	79617	12396
97	79861	12582
98	80328	12805
99	80654	13008
100	80780	13180
101	80690	13317
102	80581	13451
103	80605	13608
104	80475	13739
105	80333	13868
106	80191	13997
107	80001	14117
108	79832	14241
109	79580	14350
110	79295	14452
111	79018	14556
112	78778	14665
113	78586	14783
114	78355	14894
115	78124	15003
116	77853	15105
117	77628	15216
118	77365	15318
119	77109	15421
120	76851	15524
121	76606	15628
122	76371	15734
123	76199	15853
124	75977	15961
125	75816	16082
126	75759	16224
127	75555	16336
128	75336	16443
129	75086	16544
130	74847	16646
131	74609	16749
132	74427	16863
133	74278	16985
134	74061	17091
135	73890	17207
136	73671	17312
137	73464	17419
138	73263	17527
139	73038	17629
140	72809	17730
141	72639	17845
142	72642	18003
143	72637	18159
144	72585	18304
145	72442	18426
146	72320	18553
147	72143	18666
148	72004	18789
149	71870	18913
150	71737	19037
151	71639	19171
152	71840	19385
153	71653	19495
154	71554	19629
155	71459	19765
156	71333	19892
157	71157	20005
158	70941	20106
159	70729	20208
160	70576	20326
161	70460	20456
162	70282	20567
163	70071	20668
164	69861	20769
165	69650	20870
166	69445	20971
167	69261	21079
168	69057	21180
169	68913	21300
170	68806	21431
171	68701	21563
172	68532	21674
173	68540	21842
174	68461	21983
175	68330	22106
176	68149	22214
177	68000	22332
178	67822	22440
179	67757	22585
180	67676	22726
181	67513	22839
182	67339	22948
183	67153	23052
184	67043	23183
185	66895	23300
186	66716	23407
187	66549	23517
188	66391	23630
189	66241	23747
190	66075	23857
191	65888	23959
192	65705	24063
193	65524	24166
194	65354	24274
195	65173	24378
196	65001	24484
197	64816	24585
198	64645	24691
199	64518	24814
200	64398	24940
201	64220	25043
202	64038	25144
203	63867	25250
204	63709	25360
205	63528	25460
206	63365	25568
207	63187	25670
208	63085	25802
209	62982	25933
210	62855	26056
211	62715	26172
212	62542	26275
213	62411	26395
214	62238	26497
215	62089	26609
216	61930	26717
217	61756	26818
218	61583	26919
219	61474	27048
220	61376	27182
221	61224	27292
222	61061	27397
223	60898	27502
224	60744	27611
225	60574	27712
226	60407	27814
227	60250	27921
228	60087	28024
229	59940	28135
230	59837	28266
231	59683	28374
232	59533	28482
233	59385	28592
234	59220	28694
235	59080	28807
236	58943	28922
237	58823	29045
238	58662	29148
239	58511	29255
240	58368	29367
241	58237	29484
242	58096	29596
243	57940	29700
244	57786	29805
245	57625	29906
246	57471	30011
247	57309	30111
248	57157	30217
249	57007	30322
250	56874	30437
251	56760	30563
252	56616	30672
253	56455	30771
254	56308	30879
255	56155	30982
256	55998	31083
257	55842	31184
258	55688	31287
259	55533	31388
260	55392	31497
261	55275	31620
262	55139	31732
263	54991	31837
264	54840	31939
265	54708	32053
266	54602	32183
267	54472	32297
268	54334	32407
269	54227	32536
270	54122	32666
271	54002	32787
272	53861	32895
273	53709	32996
274	53557	33097
275	53436	33217
276	53300	33327
277	53147	33427
278	52999	33530
279	52864	33640
280	52750	33764
281	52621	33879
282	52479	33985
283	52329	34085
284	52182	34188
285	52036	34291
286	51886	34391
287	51741	34494
288	51598	34598
289	51450	34699
290	51327	34816
291	51223	34946
292	51079	35049
293	50932	35150
294	50796	35258
295	50693	35389
296	50570	35506
297	50433	35614
298	50287	35714
299	50180	35843
300	50106	35995
301	49966	36099
302	49819	36199
303	49681	36305
304	49537	36407
305	49394	36509
306	49251	36610
307	49111	36714
308	48975	36820
309	48830	36920
310	48723	37049
311	48597	37163
312	48468	37274
313	48325	37374
314	48181	37474
315	48041	37577
316	47902	37679
317	47760	37780
318	47626	37887
319	47487	37990
320	47362	38104
321	47256	38232
322	47141	38354
323	47027	38477
324	46917	38602
325	46787	38712
326	46657	38821
327	46547	38948
328	46419	39059
329	46295	39173
330	46174	39290
331	46041	39396
332	45906	39500
333	45769	39603
334	45633	39707
335	45495	39808
336	45363	39915
337	45235	40025
338	45097	40125
339	44966	40233
340	44848	40351
341	44721	40462
342	44592	40570
343	44455	40672
344	44319	40774
345	44188	40880
346	44051	40981
347	43915	41082
348	43786	41189
349	43659	41299
350	43529	41406
351	43413	41526
352	43300	41648
353	43194	41778
354	43060	41880
355	42939	41996
356	42805	42098
357	42677	42206
358	42542	42307
359	42416	42416
360	42288	42524
361	42162	42633
362	42051	42758
363	41921	42863
364	41794	42972
365	41659	43071
366	41526	43173
367	41425	43308
368	41301	43419
369	41168	43520
370	41047	43635
371	40917	43739
372	40796	43853
373	40665	43956
374	40539	44064
375	40408	44166
376	40276	44269
377	40144	44370
378	40023	44483
379	39894	44588
380	39763	44689
381	39654	44817
382	39557	44956
383	39436	45070
384	39305	45171
385	39186	45286
386	39071	45407
387	38959	45531
388	38834	45638
389	38704	45741
390	38588	45860
391	38461	45966
392	38339	46078
393	38213	46184
394	38083	46286
395	37953	46388
396	37827	46494
397	37701	46599
398	37570	46699
399	37442	46802
400	37320	46913
401	37201	47028
402	37076	47134
403	36957	47249
404	36828	47351
405	36702	47456
406	36579	47565
407	36454	47671
408	36325	47772
409	36197	47873
410	36071	47978
411	35973	48120
412	35865	48249
413	35753	48371
414	35626	48475
415	35499	48578
416	35377	48688
417	35250	48790
418	35125	48896
419	35002	49004
420	34874	49103
421	34752	49213
422	34631	49323
423	34510	49433
424	34387	49540
425	34260	49643
426	34138	49751
427	34012	49854
428	33886	49955
429	33760	50058
430	33638	50166
431	33514	50272
432	33398	50388
433	33273	50491
434	33158	50609
435	33031	50710
436	32911	50820
437	32801	50946
438	32682	51059
439	32563	51171
440	32460	51307
441	32365	51459
442	32245	51569
443	32129	51687
444	32011	51799
445	31893	51913
446	31781	52038
447	31656	52139
448	31539	52255
449	31419	52365
450	31294	52467
451	31177	52582
452	31056	52690
453	30935	52800
454	30818	52914
455	30695	53018
456	30570	53121
457	30445	53221
458	30334	53346
459	30209	53446
460	30088	53554
461	29974	53675
462	29853	53782
463	29731	53888
464	29610	53995
465	29487	54099
466	29363	54200
467	29241	54305
468	29124	54420
469	29011	54541
470	28890	54648
471	28773	54762
472	28650	54866
473	28533	54978
474	28416	55093
475	28293	55194
476	28174	55305
477	28050	55406
478	27927	55507
479	27804	55608
480	27683	55715
481	27565	55825
482	27443	55930
483	27327	56043
